Bank account
"€619075,80"
"€587297,69"
"€520906,87"
"€445349,93"
"€617374,67"
"€672022,76"
"€546864,11"
"€738387,54"
"€44432,95"
"€870474,14"
"€914996,79"
"€774993,72"
"€730991,23"
"€989769,52"
"€111494,22"
"€814577,31"
"€407937,94"
"€833171,79"
"€430003,21"
"€207363,25"
"€534763,91"
"€253857,48"
"€468687,86"
"€888080,33"
"€184962,68"
"€529000,55"
"€963639,76"
"€600743,71"
"€662296,53"
"€772331,68"
"€153823,69"
"€653496,51"
"€662353,57"
"€128992,39"
"€22707,17"
"€207059,83"
"€884533,28"
"€315283,29"
"€722417,71"
"€45585,42"
"€285263,72"
"€778308,66"
"€819079,47"
"€525978,78"
"€669722,32"
"€404729,50"
"€443550,21"
"€997219,59"
"€393961,57"
"€392239,57"
"€708417,84"
"€778126,65"
"€783021,44"
"€201697,26"
"€723222,43"
"€274170,00"
"€544072,94"
"€816415,92"
"€409404,35"
"€548932,08"
"€146107,92"
"€90112,20"
"€914504,85"
"€492071,80"
"€317341,71"
"€939186,21"
"€579164,70"
"€40459,05"
"€958341,84"
"€756688,08"
"€193824,45"
"€313225,26"
"€600642,80"
"€870717,30"
"€564583,61"
"€805730,60"
"€890916,62"
"€841058,57"
"€211554,05"
"€696235,08"
"€37649,11"
"€699240,13"
"€946810,28"
"€734221,43"
"€502020,56"
"€189328,90"
"€313713,64"
"€349430,99"
"€466846,31"
"€845232,91"
"€612912,89"
"€405462,23"
"€838865,04"
"€45961,76"
"€942714,70"
"€28374,56"
"€875798,49"
"€469381,90"
"€370039,68"
"€857491,00"
"€209071,09"
"€28929,75"
"€107660,18"
"€259918,58"
"€352986,79"
"€83040,06"
"€268503,27"
"€409931,96"
"€573586,11"
"€473804,95"
"€672781,09"
"€790500,60"
"€892098,39"
"€44797,40"
"€350875,29"
"€872809,97"
"€638262,93"
"€732580,35"
"€130172,00"
"€953296,43"
"€899040,90"
"€173327,45"
"€839928,61"
"€508537,38"
"€604326,77"
"€46060,45"
"€968862,62"
"€753062,66"
"€275226,25"
"€657872,31"
"€801648,67"
"€141514,15"
"€839953,62"
"€182673,13"
"€972138,36"
"€766140,95"
"€798495,45"
"€622571,20"
"€384018,16"
"€418294,04"
"€98931,24"
"€514160,84"
"€764480,27"
"€739221,38"
"€195347,54"
"€594567,02"
"€433541,74"
"€246030,24"
"€34043,00"
"€324800,84"
"€89942,31"
"€915838,90"
"€874392,18"
"€214414,05"
"€430056,54"
"€550212,81"
"€960711,16"
"€897774,27"
"€871302,17"
"€141486,13"
"€383173,90"
"€581900,98"
"€289521,92"
"€649298,51"
"€872294,68"
"€859152,07"
"€508858,52"
"€216656,88"
"€591263,50"
"€479003,97"
"€323332,80"
"€577957,28"
"€485629,02"
"€341159,62"
"€479703,83"
"€510851,40"
"€74436,21"
"€106457,19"
"€513131,55"
"€735328,32"
"€32392,63"
"€599750,31"
"€328831,14"
"€642044,16"
"€42410,87"
"€948600,69"
"€867762,98"
"€919975,95"
"€570268,41"
"€458422,34"
"€996498,17"
"€604830,86"
"€290317,35"
"€292331,09"
"€861093,55"
"€306225,39"
"€452453,74"
"€302675,99"
"€54800,89"
"€572947,81"
"€666318,70"
"€309196,69"
"€145566,12"
"€253008,48"
"€741694,25"
"€123616,82"
"€893415,02"
"€766248,76"
"€359470,46"
"€985392,54"
"€251530,98"
"€274644,08"
"€757048,03"
"€601319,29"
"€360611,04"
"€753403,48"
"€851135,76"
"€471545,80"
"€542708,94"
"€535535,71"
"€366086,34"
"€243697,63"
"€128614,15"
"€935067,51"
"€719560,58"
"€760213,40"
"€418124,46"
"€969570,62"
"€727643,79"
"€311047,23"
"€985239,69"
"€794751,92"
"€549673,60"
"€590859,06"
"€503656,92"
"€86493,41"
"€975981,34"
"€951721,00"
"€382254,95"
"€709785,37"
"€366240,45"
"€155322,82"
"€375336,74"
"€290605,79"
"€152203,85"
"€37112,76"
"€947524,91"
"€197361,42"
"€898218,84"
"€561022,05"
"€694543,42"
"€836499,47"
"€853420,76"
"€663054,37"
"€957815,46"
"€840545,95"
"€901411,62"
"€464084,03"
"€923613,50"
"€996487,44"
"€660397,39"
"€278086,19"
"€44022,03"
"€425982,11"
"€380940,32"
"€820421,37"
"€642134,07"
"€146312,16"
"€860521,14"
"€490638,24"
"€109048,15"
"€473146,89"
"€570394,93"
"€141722,73"
"€687789,95"
"€660417,54"
"€566422,80"
"€384498,77"
"€700816,25"
"€123858,54"
"€237847,97"
"€872121,29"
"€585116,43"
"€163164,95"
"€941540,91"
"€711716,98"
"€585315,08"
"€847612,54"
"€552657,88"
"€737038,25"
"€774724,37"
"€5625,13"
"€509024,84"
"€974801,65"
"€769124,81"
"€467482,95"
"€326701,15"
"€184939,15"
"€856119,39"
"€388332,10"
"€321677,39"
"€900360,52"
"€684664,75"
"€74567,62"
"€702666,03"
"€84945,51"
"€757569,05"
"€714796,22"
"€708315,42"
"€293522,33"
"€164769,04"
"€399264,96"
"€714346,31"
"€909881,77"
"€547786,56"
"€290022,70"
"€577575,20"
"€340849,89"
"€626237,17"
"€792155,15"
"€779210,95"
"€302652,45"
"€127346,87"
"€724795,39"
"€209286,67"
"€819205,80"
"€40549,64"
"€297261,45"
"€520365,90"
"€450135,10"
"€73023,00"
"€528899,83"
"€962114,51"
"€985645,31"
"€620403,84"
"€565267,08"
"€7290,55"
"€730575,59"
"€714312,33"
"€985592,29"
"€988448,46"
"€647621,31"
"€265256,13"
"€937359,40"
"€126878,92"
"€476190,11"
"€759320,38"
"€576390,23"
"€819989,93"
"€296755,59"
"€661501,91"
"€673502,49"
"€445402,28"
"€409522,16"
"€86508,22"
"€7330,13"
"€989618,12"
"€388920,43"
"€703579,00"
"€537532,69"
"€49874,77"
"€812831,72"
"€707427,37"
"€606211,27"
"€224047,68"
"€952110,18"
"€243483,31"
"€600009,93"
"€303512,63"
"€263388,30"
"€970054,66"
"€699957,73"
"€44498,83"
"€24332,13"
"€816239,63"
"€448436,57"
"€212370,03"
"€494005,42"
"€245349,99"
"€590080,77"
"€65365,14"
"€500779,47"
"€656426,38"
"€172018,33"
"€797388,01"
"€568756,45"
"€888663,08"
"€694465,31"
"€674762,83"
"€679477,52"
"€890484,74"
"€291092,14"
"€428241,85"
"€384560,75"
"€657212,94"
"€364287,38"
"€146141,16"
"€908813,27"
"€249088,51"
"€700811,59"
"€634466,00"
"€645403,45"
"€378641,71"
"€380314,16"
"€14874,57"
"€496832,31"
"€490049,59"
"€556583,38"
"€290673,34"
"€415636,29"
"€433912,62"
"€661155,33"
"€66617,10"
"€71023,82"
"€877150,48"
"€489969,32"
"€619075,15"
"€426029,36"
"€49567,72"
"€211552,31"
"€337844,53"
"€685241,20"
"€219695,34"
"€505353,32"
"€183077,97"
"€693427,36"
"€27233,26"
"€253651,89"
"€219863,99"
"€299798,20"
"€574466,20"
"€684739,44"
"€998,84"
"€109184,47"
"€543691,70"
"€907879,18"
"€454217,32"
