Bank account
"€184279,86"
"€573072,37"
"€560016,24"
"€931384,56"
"€822019,67"
"€225853,79"
"€154377,15"
"€222091,71"
"€113782,51"
"€563612,66"
"€461800,75"
"€436684,02"
"€396640,78"
"€565012,29"
"€690959,95"
"€93637,63"
"€184581,10"
"€592267,20"
"€935182,76"
"€611948,12"
"€788989,30"
"€150791,85"
"€898800,10"
"€795679,16"
"€781135,88"
"€80732,43"
"€461407,54"
"€538335,49"
"€35170,97"
"€358797,57"
"€125931,84"
"€851207,77"
"€886441,11"
"€334654,82"
"€864273,31"
"€72667,43"
"€759744,36"
"€556665,15"
"€39660,64"
"€7933,56"
"€426225,16"
"€622812,47"
"€901984,96"
"€438528,39"
"€276939,95"
"€125745,69"
"€219451,66"
"€327957,87"
"€705560,72"
"€428842,10"
"€431484,47"
"€672045,79"
"€261690,20"
"€551418,57"
"€134035,99"
"€603225,41"
"€253950,50"
"€639897,51"
"€696269,95"
"€781349,36"
"€363222,33"
"€159783,07"
"€732137,39"
"€550788,22"
"€661143,04"
"€238409,10"
"€596519,84"
"€928296,98"
"€933086,99"
"€509457,67"
"€529987,30"
"€181336,34"
"€320689,03"
"€767442,56"
"€46464,85"
"€46235,42"
"€902806,10"
"€238196,67"
"€670799,32"
"€284634,08"
"€850105,76"
"€529107,25"
"€927834,09"
"€893921,18"
"€971752,47"
"€336018,96"
"€818841,03"
"€483291,76"
"€655540,57"
"€800088,15"
"€95419,78"
"€248183,65"
"€104734,30"
"€437581,93"
"€553378,27"
"€989435,20"
"€796088,28"
"€130543,07"
"€505639,05"
"€2946,59"
"€59428,30"
"€469789,04"
"€504846,17"
"€119361,06"
"€351882,47"
"€430480,19"
"€562552,76"
"€344178,45"
"€289726,93"
"€701663,84"
"€884974,15"
"€775869,18"
"€782058,99"
"€359543,18"
"€39226,14"
"€478663,29"
"€409562,57"
"€551563,09"
"€425546,89"
"€264208,80"
"€758049,64"
"€414815,53"
"€256709,15"
"€672891,55"
"€40960,42"
"€934688,87"
"€697718,36"
"€802385,13"
"€350059,93"
"€586530,19"
"€815583,15"
"€530998,37"
"€660969,49"
"€494303,64"
"€197136,82"
"€547605,04"
"€28872,25"
"€913631,41"
"€636717,61"
"€188650,93"
"€784913,31"
"€887392,20"
"€920935,55"
"€445597,65"
"€67973,65"
"€40034,18"
"€240075,47"
"€408954,73"
"€975431,41"
"€295964,15"
"€681781,49"
"€735728,31"
"€163895,85"
"€919181,32"
"€294410,21"
"€389794,71"
"€539211,84"
"€319646,74"
"€517299,40"
"€37480,69"
"€587751,19"
"€581389,44"
"€886296,12"
"€624114,05"
"€716667,69"
"€445211,07"
"€721284,45"
"€414503,93"
"€416449,03"
"€764482,79"
"€212844,54"
"€859609,17"
"€564679,43"
"€291085,66"
"€788599,03"
"€330191,89"
"€828695,51"
"€668324,63"
"€16618,04"
"€316023,89"
"€971322,03"
"€353353,95"
"€114987,88"
"€905246,01"
"€997298,01"
"€232714,83"
"€563737,64"
"€873860,06"
"€909885,97"
"€611707,99"
"€83589,84"
"€549140,96"
"€405814,19"
"€24640,21"
"€421595,74"
"€468645,62"
"€424525,54"
"€202017,73"
"€126107,66"
"€371668,41"
"€787315,65"
"€945152,40"
"€211945,66"
"€251759,35"
"€4747,21"
"€790443,62"
"€12372,63"
"€616104,77"
"€401673,60"
"€921513,80"
"€628941,27"
"€266267,19"
"€157927,55"
"€705057,09"
"€783033,35"
"€111911,75"
"€204490,50"
"€17859,67"
"€743212,82"
"€171995,47"
"€159239,78"
"€274056,86"
"€351078,75"
"€776002,72"
"€206000,44"
"€661409,40"
"€80620,40"
"€816224,84"
"€703682,45"
"€303000,34"
"€666479,61"
"€55186,51"
"€258486,77"
"€924249,66"
"€74815,14"
"€785614,26"
"€568821,55"
"€500780,25"
"€222553,82"
"€3016,77"
"€350874,19"
"€906581,12"
"€483993,47"
"€883161,76"
"€586839,83"
"€573643,19"
"€947313,31"
"€950297,85"
"€713625,36"
"€335136,25"
"€320204,43"
"€826461,08"
"€438561,33"
"€788628,35"
"€376595,38"
"€247949,14"
"€404058,02"
"€950017,66"
"€451325,82"
"€677593,13"
"€826253,76"
"€898622,18"
"€28050,35"
"€721612,26"
"€590135,02"
"€485894,54"
"€504599,72"
"€878739,54"
"€109562,93"
"€226413,55"
"€531676,40"
"€99630,48"
"€472025,51"
"€415498,04"
"€902947,37"
"€731788,64"
"€132308,80"
"€414813,54"
"€323707,61"
"€110688,68"
"€657703,44"
"€891151,53"
"€963315,36"
"€581156,73"
"€107164,93"
"€93777,77"
"€183017,66"
"€104220,58"
"€839453,04"
"€837650,65"
"€82031,77"
"€200400,37"
"€365504,18"
"€827477,32"
"€139940,07"
"€645008,19"
"€120988,70"
"€928885,59"
"€861059,71"
"€461584,93"
"€851130,85"
"€73937,83"
"€938623,49"
"€889991,73"
"€842577,10"
"€569990,89"
"€561400,82"
"€867045,35"
"€680202,93"
"€900642,36"
"€184531,45"
"€69229,52"
"€840825,64"
"€609415,18"
"€864899,02"
"€98871,03"
"€134421,77"
"€942840,21"
"€78629,17"
"€550464,12"
"€81621,38"
"€964160,01"
"€444940,86"
"€510338,91"
"€971544,15"
"€679161,64"
"€481498,77"
"€333948,52"
"€690330,83"
"€316512,29"
"€811855,53"
"€104629,05"
"€165469,32"
"€231153,71"
"€787132,73"
"€42368,96"
"€288698,77"
"€48666,49"
"€495127,72"
"€223455,88"
"€721784,09"
"€433005,14"
"€116993,93"
"€906356,59"
"€728245,42"
"€140861,15"
"€989822,65"
"€725488,67"
"€52243,22"
"€573318,35"
"€154596,71"
"€74204,55"
"€205268,52"
"€746023,13"
"€113697,37"
"€602323,40"
"€295985,58"
"€13256,60"
"€624515,16"
"€361604,82"
"€911140,40"
"€725724,72"
"€873927,63"
"€46066,51"
"€30947,15"
"€846413,44"
"€589612,51"
"€480445,42"
"€839565,24"
"€120978,81"
"€861739,50"
"€916083,09"
"€19413,30"
"€124890,04"
"€572108,73"
"€109578,62"
"€1393,16"
"€246823,30"
"€337415,15"
"€778217,82"
"€842485,21"
"€708065,24"
"€869789,36"
"€401287,70"
"€642550,28"
"€803260,25"
"€389572,41"
"€315739,06"
"€54570,36"
"€311007,09"
"€102446,44"
"€775777,31"
"€596069,02"
"€482118,87"
"€938364,23"
"€7311,30"
"€663193,96"
"€499639,76"
"€801018,89"
"€286907,01"
"€757390,44"
"€626669,43"
"€920024,01"
"€433063,71"
"€662868,88"
"€327980,15"
"€771533,33"
"€757179,66"
"€946873,93"
"€278072,36"
"€21756,70"
"€68982,29"
"€881104,96"
"€751128,64"
"€685703,35"
"€551642,12"
"€940545,32"
"€497587,77"
"€984373,47"
"€281691,92"
"€897368,72"
"€265563,46"
"€482215,91"
"€780526,80"
"€207066,10"
"€257642,54"
"€559102,93"
"€601412,96"
"€165635,30"
"€611462,25"
"€249150,81"
"€205194,99"
"€751199,27"
"€699075,34"
"€685727,05"
"€920014,94"
"€145483,02"
"€47303,18"
"€115212,36"
"€523615,78"
"€175553,57"
"€723654,47"
"€127398,01"
"€909775,98"
"€856387,07"
"€778530,14"
"€649089,50"
"€775405,71"
"€314943,10"
"€949518,13"
"€118618,64"
"€847599,70"
"€847892,99"
"€656718,30"
"€677442,78"
"€321250,21"
"€52601,61"
"€454833,16"
"€354552,96"
"€668378,72"
"€25161,31"
"€68549,44"
"€694068,83"
"€937187,58"
"€933533,71"
"€612721,89"
"€447021,62"
"€642580,36"
"€101309,74"
"€244204,76"
"€976463,09"
"€1245,18"
"€86303,98"
"€474499,95"
"€934433,13"
"€343375,86"
"€837093,93"
"€408139,19"
"€554883,04"
"€603472,65"
"€600530,95"
"€196737,40"
"€879851,82"
"€262266,09"
"€466993,20"
"€312058,66"
"€271146,33"
"€617921,32"
"€875922,10"
"€645027,89"
"€322827,54"
"€747175,48"
"€816308,46"
"€664826,25"
"€5249,79"
"€372907,60"
"€550701,82"
"€332990,69"
"€415194,38"
"€471690,25"
"€840971,06"
"€340890,49"
"€786259,39"
"€153070,01"
"€534457,55"
"€261593,49"
"€844460,23"
"€584799,17"
"€695020,89"
"€657131,71"
"€203995,30"
"€306991,05"
"€241833,36"
"€748723,16"
"€980980,34"
"€574197,71"
"€776231,38"
"€159579,91"
"€773074,55"
"€150526,43"
"€728738,05"
"€917395,00"
"€870403,59"
"€504524,99"
"€872094,49"
"€635221,58"
"€431640,70"
"€705955,70"
"€735187,47"
"€475398,02"
"€915037,11"
"€263285,96"
"€726298,51"
"€514012,90"
"€508290,70"
"€917809,10"
"€787359,06"
"€331371,36"
"€593223,12"
"€860692,86"
"€596861,30"
"€236778,47"
"€543503,81"
"€35584,71"
"€456201,01"
"€618368,22"
"€967949,75"
"€243183,55"
"€371258,95"
"€123812,46"
"€68035,27"
"€177151,17"
"€235684,48"
"€788273,61"
